ID Consumidor	Gênero	Estado civil	Pets	Bairro
3256	F	Casado(a)	4	Registro
3258	F	Solteiro(a)	3	Registro
3259	M	Solteiro(a)	1	Iguape
3267	M	Casado(a)	2	Iguape
3268	F	Casado(a)	5	Cajati
3269	M	Casado(a)	4	Registro
3271	F	Casado(a)	2	Cajati
3273	F	Casado(a)	1	Miracatu
3277	M	Casado(a)	4	Iguape
3278	F	Casado(a)	2	Iguape
3279	M	Solteiro(a)	1	Registro
3280	F	Casado(a)	1	Registro
3282	F	Casado(a)	5	Registro
3283	F	Solteiro(a)	2	Cajati
3285	M	Solteiro(a)	2	Registro
3286	M	Solteiro(a)	5	Ilha Comprida
3287	F	Casado(a)	4	Ilha Comprida
3288	F	Solteiro(a)	2	Miracatu
3289	M	Casado(a)	5	Cajati
3291	M	Casado(a)	2	Registro
3292	F	Solteiro(a)	2	Registro
3293	F	Casado(a)	2	Miracatu
3295	F	Casado(a)	1	Registro
3297	M	Casado(a)	1	Registro
3300	F	Solteiro(a)	3	Miracatu
3301	F	Solteiro(a)	1	Miracatu
3302	M	Casado(a)	2	Cajati
3305	M	Solteiro(a)	3	Cajati
3306	F	Casado(a)	3	Cajati
3308	M	Casado(a)	1	Cajati
3310	F	Solteiro(a)	1	Cajati
3311	F	Casado(a)	2	Miracatu
3313	M	Casado(a)	1	Cajati
3316	M	Casado(a)	1	Cajati
3317	F	Casado(a)	3	Miracatu
3319	M	Solteiro(a)	3	Miracatu
3321	M	Solteiro(a)	3	Miracatu
3322	F	Casado(a)	3	Cajati
3324	F	Casado(a)	3	Registro
3325	M	Solteiro(a)	2	Cajati
3327	F	Solteiro(a)	4	Cajati
3328	F	Casado(a)	4	Cajati
3329	M	Casado(a)	2	Registro
3330	M	Solteiro(a)	1	Registro
3334	F	Casado(a)	2	Cajati
3335	F	Casado(a)	2	Iguape
3336	F	Solteiro(a)	2	Cajati
3338	M	Solteiro(a)	4	Registro
3342	F	Casado(a)	2	Registro
3345	M	Solteiro(a)	3	Registro
3349	M	Casado(a)	1	Registro
3350	F	Solteiro(a)	4	Miracatu
3352	F	Casado(a)	1	Registro
3357	M	Casado(a)	1	Miracatu
3359	M	Solteiro(a)	3	Miracatu
3360	M	Casado(a)	1	Cajati
3361	M	Casado(a)	1	Miracatu
3363	F	Solteiro(a)	3	Iguape
3365	F	Solteiro(a)	5	Iguape
3366	M	Solteiro(a)	1	Iguape
3370	F	Solteiro(a)	3	Registro
3371	F	Solteiro(a)	1	Registro
3372	M	Casado(a)	1	Iguape
3373	F	Casado(a)	5	Cajati
3377	F	Casado(a)	4	Iguape
3386	F	Casado(a)	4	Miracatu
3387	F	Casado(a)	1	Miracatu
3388	F	Casado(a)	4	Cajati
3390	F	Casado(a)	2	Miracatu
3395	F	Casado(a)	4	Miracatu
3396	M	Casado(a)	2	Iguape
3397	F	Solteiro(a)	2	Cajati
3399	F	Solteiro(a)	1	Ilha Comprida
3401	M	Casado(a)	1	Miracatu
3404	F	Solteiro(a)	2	Miracatu
3406	F	Casado(a)	2	Iguape
3408	F	Solteiro(a)	2	Registro
3409	M	Casado(a)	3	Ilha Comprida
3410	F	Solteiro(a)	1	Miracatu
3411	M	Solteiro(a)	4	Registro
3412	M	Solteiro(a)	5	Miracatu
3413	F	Casado(a)	4	Cajati
3414	M	Solteiro(a)	1	Registro
3415	M	Solteiro(a)	5	Cajati
3416	F	Casado(a)	3	Registro
3417	M	Solteiro(a)	5	Ilha Comprida
3418	M	Casado(a)	3	Miracatu
3419	F	Solteiro(a)	3	Iguape
3422	M	Solteiro(a)	1	Iguape
3423	F	Casado(a)	2	Cajati
3424	M	Casado(a)	1	Iguape
3425	M	Solteiro(a)	4	Miracatu
3426	F	Casado(a)	1	Miracatu
3434	F	Solteiro(a)	5	Miracatu
3435	M	Solteiro(a)	3	Miracatu
3436	F	Casado(a)	2	Miracatu
3437	F	Solteiro(a)	3	Registro
3438	M	Casado(a)	3	Miracatu
3439	F	Solteiro(a)	2	Ilha Comprida
3440	F	Casado(a)	4	Miracatu
3441	F	Solteiro(a)	2	Miracatu
3442	M	Casado(a)	2	Miracatu
3446	F	Solteiro(a)	4	Ilha Comprida
3448	M	Casado(a)	2	Miracatu
3449	F	Casado(a)	2	Registro
3450	M	Casado(a)	1	Iguape
3452	M	Casado(a)	3	Miracatu
3454	F	Casado(a)	1	Iguape
3455	F	Solteiro(a)	4	Cajati
3457	M	Casado(a)	1	Miracatu
3458	F	Solteiro(a)	5	Miracatu
3462	M	Solteiro(a)	4	Registro
3463	M	Solteiro(a)	1	Cajati
3466	M	Casado(a)	1	Cajati
3468	F	Solteiro(a)	1	Iguape
3469	M	Casado(a)	4	Miracatu
3470	M	Casado(a)	2	Cajati
3471	F	Casado(a)	4	Miracatu
3473	M	Solteiro(a)	3	Cajati
3476	F	Solteiro(a)	4	Miracatu
3478	M	Solteiro(a)	4	Cajati
3480	F	Solteiro(a)	2	Cajati
3485	F	Solteiro(a)	3	Cajati
3486	M	Solteiro(a)	2	Cajati
3487	M	Casado(a)	3	Iguape
3489	M	Solteiro(a)	4	Iguape
3490	F	Casado(a)	1	Cajati
3491	F	Casado(a)	3	Miracatu
3495	F	Casado(a)	4	Miracatu
3497	M	Solteiro(a)	2	Cajati
3499	F	Casado(a)	1	Cajati
3500	M	Solteiro(a)	1	Cajati
3501	F	Casado(a)	4	Registro
3503	F	Casado(a)	2	Registro
3504	F	Casado(a)	4	Ilha Comprida
3508	M	Casado(a)	1	Registro
3512	M	Casado(a)	1	Miracatu
3513	F	Casado(a)	1	Cajati
3516	F	Casado(a)	1	Registro
3517	M	Solteiro(a)	3	Ilha Comprida
3518	M	Solteiro(a)	3	Iguape
3524	M	Solteiro(a)	1	Cajati
3525	M	Solteiro(a)	1	Registro
3526	M	Casado(a)	1	Registro
3527	M	Solteiro(a)	5	Miracatu
3528	F	Casado(a)	4	Cajati
3529	M	Solteiro(a)	2	Cajati
3532	F	Casado(a)	4	Registro
3533	F	Casado(a)	1	Miracatu
3537	F	Solteiro(a)	2	Registro
3538	F	Solteiro(a)	1	Miracatu
3539	M	Solteiro(a)	2	Cajati
3541	M	Casado(a)	2	Cajati
3542	M	Casado(a)	1	Registro
3543	M	Solteiro(a)	4	Miracatu
3548	F	Casado(a)	1	Cajati
3549	F	Casado(a)	2	Ilha Comprida
3551	F	Casado(a)	2	Cajati
3552	F	Solteiro(a)	4	Cajati
3553	M	Solteiro(a)	3	Registro
3558	F	Solteiro(a)	1	Miracatu
3559	M	Casado(a)	3	Ilha Comprida
3560	M	Solteiro(a)	5	Iguape
3561	M	Solteiro(a)	1	Miracatu
3563	F	Casado(a)	1	Ilha Comprida
3564	F	Solteiro(a)	4	Ilha Comprida
3567	M	Casado(a)	1	Miracatu
3571	F	Solteiro(a)	3	Registro
3577	F	Casado(a)	4	Miracatu
3580	M	Solteiro(a)	1	Registro
3583	F	Solteiro(a)	2	Iguape
3584	M	Solteiro(a)	2	Iguape
3585	F	Casado(a)	4	Registro
3586	F	Solteiro(a)	3	Miracatu
3587	M	Casado(a)	3	Registro
3588	F	Solteiro(a)	1	Miracatu
3589	M	Casado(a)	5	Cajati
3592	M	Casado(a)	3	Registro
3593	F	Casado(a)	2	Miracatu
3594	F	Casado(a)	1	Miracatu
3596	M	Casado(a)	3	Miracatu
3598	M	Solteiro(a)	1	Registro
3599	M	Casado(a)	2	Cajati
3600	F	Solteiro(a)	1	Registro
3601	F	Casado(a)	2	Iguape
3602	F	Solteiro(a)	4	Iguape
3604	M	Solteiro(a)	4	Cajati
3605	F	Solteiro(a)	3	Ilha Comprida
3608	F	Casado(a)	1	Iguape
3610	M	Casado(a)	1	Registro
3611	F	Casado(a)	1	Miracatu
3612	M	Solteiro(a)	1	Miracatu
3613	F	Solteiro(a)	1	Iguape
3615	F	Solteiro(a)	1	Cajati
3616	M	Casado(a)	4	Registro
3620	M	Casado(a)	1	Cajati
3625	F	Solteiro(a)	1	Registro
3626	F	Solteiro(a)	2	Miracatu
3627	F	Casado(a)	1	Miracatu
3630	F	Solteiro(a)	1	Cajati
3633	F	Solteiro(a)	3	Cajati
3634	M	Solteiro(a)	5	Cajati
3636	F	Solteiro(a)	4	Ilha Comprida
3639	F	Casado(a)	2	Miracatu
3640	M	Solteiro(a)	2	Miracatu
3642	M	Casado(a)	2	Miracatu
3643	F	Solteiro(a)	2	Ilha Comprida
3644	F	Solteiro(a)	4	Registro
3645	M	Solteiro(a)	3	Ilha Comprida
3648	F	Solteiro(a)	2	Iguape
3650	M	Casado(a)	2	Cajati
3652	M	Solteiro(a)	3	Cajati
3654	F	Casado(a)	3	Miracatu
3655	F	Casado(a)	3	Cajati
3656	M	Solteiro(a)	3	Miracatu
3658	F	Casado(a)	5	Ilha Comprida
3661	M	Casado(a)	1	Registro
3663	M	Solteiro(a)	2	Cajati
3664	F	Casado(a)	5	Ilha Comprida
3665	F	Casado(a)	1	Ilha Comprida
3667	F	Solteiro(a)	2	Cajati
3673	M	Casado(a)	1	Ilha Comprida
3676	M	Casado(a)	4	Miracatu
3679	F	Solteiro(a)	1	Miracatu
3680	F	Solteiro(a)	3	Cajati
3681	F	Casado(a)	2	Cajati
3682	M	Casado(a)	4	Cajati
3683	M	Casado(a)	1	Cajati
3688	F	Casado(a)	3	Miracatu
3689	F	Casado(a)	4	Iguape
3691	M	Casado(a)	3	Cajati
3692	M	Solteiro(a)	1	Miracatu
3693	M	Solteiro(a)	1	Miracatu
3695	M	Casado(a)	5	Cajati
3700	F	Casado(a)	4	Cajati
3701	F	Solteiro(a)	1	Registro
3702	F	Casado(a)	1	Registro
3703	M	Solteiro(a)	2	Ilha Comprida
3706	M	Solteiro(a)	2	Cajati
3709	M	Solteiro(a)	1	Cajati
3711	M	Solteiro(a)	2	Miracatu
3713	F	Solteiro(a)	4	Iguape
3714	F	Casado(a)	3	Iguape
3716	F	Casado(a)	4	Cajati
3718	F	Casado(a)	2	Miracatu
3719	F	Solteiro(a)	3	Iguape
3721	M	Solteiro(a)	1	Ilha Comprida
3724	F	Casado(a)	1	Iguape
3725	M	Casado(a)	4	Iguape
3727	F	Casado(a)	4	Ilha Comprida
3728	M	Casado(a)	4	Cajati
3729	F	Casado(a)	4	Registro
3730	M	Casado(a)	3	Registro
3731	F	Solteiro(a)	5	Cajati
3735	M	Solteiro(a)	2	Miracatu
3738	M	Casado(a)	4	Registro
3739	F	Solteiro(a)	4	Ilha Comprida
3742	M	Casado(a)	2	Miracatu
3744	F	Solteiro(a)	1	Registro
3746	F	Solteiro(a)	3	Miracatu
3747	F	Solteiro(a)	4	Iguape
3748	F	Casado(a)	4	Cajati
3749	F	Casado(a)	1	Cajati
3750	M	Solteiro(a)	2	Registro
3751	F	Casado(a)	1	Cajati
3753	F	Casado(a)	4	Registro
3755	M	Solteiro(a)	3	Miracatu
3756	F	Casado(a)	3	Miracatu
3757	M	Solteiro(a)	2	Ilha Comprida
3758	M	Solteiro(a)	3	Miracatu
3759	F	Solteiro(a)	2	Cajati
3760	F	Solteiro(a)	4	Registro
3761	F	Solteiro(a)	4	Iguape
3762	F	Casado(a)	4	Iguape
3763	F	Solteiro(a)	4	Miracatu
3768	M	Casado(a)	2	Cajati
3771	M	Solteiro(a)	5	Registro
3773	F	Solteiro(a)	1	Cajati
3776	F	Solteiro(a)	4	Cajati
3777	M	Solteiro(a)	1	Registro
3780	M	Casado(a)	3	Miracatu
3782	F	Solteiro(a)	2	Miracatu
3784	F	Casado(a)	1	Registro
3787	F	Solteiro(a)	5	Miracatu
3790	M	Casado(a)	1	Registro
3794	F	Casado(a)	1	Miracatu
3795	M	Casado(a)	2	Iguape
3796	M	Solteiro(a)	3	Miracatu
3797	M	Casado(a)	5	Miracatu
3799	F	Solteiro(a)	2	Cajati
3801	F	Solteiro(a)	2	Miracatu
3802	F	Solteiro(a)	4	Cajati
3804	M	Solteiro(a)	4	Miracatu
3805	M	Solteiro(a)	5	Iguape
3807	F	Solteiro(a)	2	Registro
3808	F	Casado(a)	4	Miracatu
3809	M	Solteiro(a)	3	Registro
3810	M	Casado(a)	1	Registro
3816	F	Solteiro(a)	2	Miracatu
3817	F	Casado(a)	4	Cajati
3819	M	Solteiro(a)	3	Iguape
3821	M	Solteiro(a)	1	Cajati
3823	M	Solteiro(a)	2	Iguape
3825	M	Solteiro(a)	5	Ilha Comprida
3826	M	Casado(a)	2	Miracatu
3827	M	Solteiro(a)	2	Cajati
3828	M	Casado(a)	5	Miracatu
3829	M	Casado(a)	4	Registro
3833	F	Solteiro(a)	1	Iguape
3838	M	Casado(a)	5	Cajati
3840	F	Casado(a)	1	Cajati
3841	M	Solteiro(a)	2	Registro
3847	F	Casado(a)	1	Miracatu
3848	F	Casado(a)	1	Ilha Comprida
3849	M	Casado(a)	4	Cajati
3852	F	Casado(a)	1	Miracatu
3854	M	Solteiro(a)	1	Cajati
3855	M	Solteiro(a)	2	Cajati
3856	F	Casado(a)	1	Iguape
3857	F	Casado(a)	2	Registro
3858	F	Solteiro(a)	1	Miracatu
3859	M	Solteiro(a)	4	Miracatu
3861	F	Casado(a)	4	Ilha Comprida
3864	M	Solteiro(a)	3	Registro
3869	M	Casado(a)	3	Cajati
3870	M	Solteiro(a)	1	Iguape
3871	F	Casado(a)	1	Registro
3873	M	Casado(a)	4	Miracatu
3875	F	Casado(a)	1	Registro
3878	M	Casado(a)	2	Miracatu
3879	F	Solteiro(a)	5	Registro
3880	M	Casado(a)	1	Registro
3881	M	Solteiro(a)	1	Registro
3882	M	Solteiro(a)	3	Cajati
3888	M	Casado(a)	1	Cajati
3889	M	Casado(a)	4	Miracatu
3890	M	Casado(a)	5	Cajati
3892	F	Solteiro(a)	4	Miracatu
3893	M	Casado(a)	5	Miracatu
3897	M	Casado(a)	4	Cajati
3898	F	Solteiro(a)	5	Cajati
3900	F	Solteiro(a)	4	Miracatu
3901	M	Casado(a)	3	Registro
3902	F	Solteiro(a)	3	Cajati
3903	F	Solteiro(a)	1	Registro
3904	F	Solteiro(a)	2	Registro
3906	M	Solteiro(a)	2	Cajati
3909	F	Solteiro(a)	4	Iguape
3911	M	Solteiro(a)	3	Cajati
3912	M	Solteiro(a)	3	Cajati
3916	M	Solteiro(a)	4	Iguape
3917	F	Casado(a)	1	Cajati
3918	M	Casado(a)	5	Cajati
3921	F	Solteiro(a)	1	Iguape
3922	M	Casado(a)	3	Cajati
3925	F	Casado(a)	1	Miracatu
3928	M	Solteiro(a)	1	Iguape
3929	F	Casado(a)	2	Cajati
3930	M	Casado(a)	1	Cajati
3932	F	Solteiro(a)	2	Cajati
3933	F	Casado(a)	3	Registro
3935	F	Casado(a)	1	Miracatu
3936	M	Solteiro(a)	4	Cajati
3937	F	Solteiro(a)	2	Cajati
3938	M	Solteiro(a)	4	Cajati
3939	M	Solteiro(a)	1	Registro
3941	M	Solteiro(a)	1	Miracatu
3942	M	Solteiro(a)	3	Cajati
3945	M	Solteiro(a)	1	Cajati
3946	F	Casado(a)	3	Cajati
3949	M	Casado(a)	5	Iguape
3950	F	Solteiro(a)	5	Cajati
3951	M	Casado(a)	4	Registro
3952	M	Casado(a)	1	Registro
3953	F	Casado(a)	4	Ilha Comprida
3957	M	Solteiro(a)	4	Iguape
3961	M	Solteiro(a)	3	Registro
3964	M	Casado(a)	3	Registro
3965	M	Casado(a)	1	Miracatu
3966	M	Casado(a)	2	Cajati
3968	F	Solteiro(a)	1	Miracatu
3969	M	Solteiro(a)	3	Cajati
3970	M	Solteiro(a)	2	Registro
3974	F	Solteiro(a)	2	Registro
3976	M	Casado(a)	2	Cajati
3977	F	Solteiro(a)	2	Cajati
3978	F	Casado(a)	4	Iguape
3979	M	Solteiro(a)	1	Cajati
3980	M	Casado(a)	2	Cajati
3981	F	Solteiro(a)	4	Registro
3982	F	Solteiro(a)	3	Registro
3985	M	Casado(a)	3	Miracatu
3986	M	Casado(a)	2	Miracatu
3987	M	Casado(a)	4	Registro
3989	F	Casado(a)	4	Cajati
3993	M	Solteiro(a)	1	Miracatu
3994	F	Casado(a)	1	Cajati
3996	M	Casado(a)	2	Registro
4001	F	Casado(a)	1	Iguape
4003	F	Casado(a)	4	Iguape
4004	F	Casado(a)	3	Cajati
4005	F	Solteiro(a)	1	Cajati
4006	M	Casado(a)	2	Registro
4007	F	Casado(a)	4	Cajati
4009	M	Casado(a)	3	Miracatu
4010	F	Solteiro(a)	3	Miracatu
4011	F	Solteiro(a)	2	Miracatu
4015	M	Solteiro(a)	3	Cajati
4016	F	Casado(a)	5	Cajati
4018	F	Solteiro(a)	4	Ilha Comprida
4019	F	Solteiro(a)	4	Miracatu
4020	M	Solteiro(a)	2	Iguape
4021	M	Casado(a)	3	Miracatu
4023	F	Solteiro(a)	4	Registro
4026	F	Casado(a)	5	Miracatu
4027	F	Casado(a)	2	Ilha Comprida
4028	F	Casado(a)	1	Registro
4029	M	Casado(a)	3	Cajati
4030	F	Casado(a)	1	Cajati
4032	F	Solteiro(a)	3	Miracatu
4033	M	Solteiro(a)	5	Registro
4039	M	Solteiro(a)	1	Miracatu
4040	F	Casado(a)	1	Iguape
4041	M	Solteiro(a)	3	Miracatu
4043	F	Solteiro(a)	4	Registro
4044	M	Solteiro(a)	2	Registro
4045	M	Solteiro(a)	5	Cajati
4048	M	Solteiro(a)	4	Ilha Comprida
4049	F	Solteiro(a)	4	Miracatu
4051	F	Casado(a)	5	Miracatu
4056	M	Casado(a)	3	Miracatu
4058	M	Casado(a)	3	Registro
4061	M	Solteiro(a)	4	Registro
4063	M	Casado(a)	4	Cajati
4065	F	Solteiro(a)	1	Miracatu
4066	F	Casado(a)	3	Miracatu
4067	F	Casado(a)	3	Miracatu
4068	F	Solteiro(a)	4	Registro
4069	F	Solteiro(a)	1	Cajati
4070	M	Casado(a)	2	Iguape
4071	F	Casado(a)	5	Iguape
4072	F	Solteiro(a)	2	Registro
4075	M	Casado(a)	2	Miracatu
4076	M	Casado(a)	1	Ilha Comprida
4078	F	Solteiro(a)	2	Miracatu
4079	M	Solteiro(a)	1	Cajati
4080	F	Casado(a)	4	Miracatu
4081	F	Solteiro(a)	1	Miracatu
4082	F	Solteiro(a)	3	Miracatu
4084	M	Casado(a)	1	Ilha Comprida
4085	F	Casado(a)	3	Miracatu
4088	F	Casado(a)	4	Miracatu
4094	F	Solteiro(a)	2	Miracatu
4096	M	Solteiro(a)	2	Miracatu
4099	M	Casado(a)	3	Cajati
4100	F	Solteiro(a)	1	Cajati
4101	M	Solteiro(a)	4	Iguape
4103	M	Casado(a)	3	Miracatu
4104	M	Casado(a)	3	Registro
4105	F	Casado(a)	2	Miracatu
4106	F	Casado(a)	1	Miracatu
4111	F	Casado(a)	5	Registro
4114	F	Casado(a)	1	Cajati
4115	M	Solteiro(a)	4	Cajati
4116	M	Casado(a)	5	Miracatu
4117	F	Casado(a)	4	Ilha Comprida
4118	M	Solteiro(a)	1	Cajati
4120	M	Solteiro(a)	3	Cajati
4121	M	Solteiro(a)	1	Cajati
4122	F	Solteiro(a)	3	Cajati
4125	M	Casado(a)	3	Miracatu
4126	M	Casado(a)	1	Iguape
4127	M	Casado(a)	3	Cajati
4131	F	Casado(a)	3	Cajati
4133	F	Solteiro(a)	1	Miracatu
4135	F	Solteiro(a)	1	Miracatu
4137	M	Solteiro(a)	2	Cajati
4138	M	Casado(a)	4	Cajati
4143	F	Solteiro(a)	2	Miracatu
4147	M	Solteiro(a)	2	Registro
4149	F	Casado(a)	2	Miracatu
4150	M	Casado(a)	3	Iguape
4151	M	Solteiro(a)	4	Registro
4152	F	Solteiro(a)	4	Iguape
4153	M	Casado(a)	4	Cajati
4154	F	Solteiro(a)	4	Ilha Comprida
4157	M	Solteiro(a)	3	Cajati
4162	M	Solteiro(a)	2	Cajati
4163	M	Solteiro(a)	1	Ilha Comprida
4165	F	Solteiro(a)	4	Miracatu
4166	F	Solteiro(a)	3	Cajati
4169	M	Casado(a)	1	Registro
4170	F	Solteiro(a)	5	Registro
4174	F	Solteiro(a)	4	Iguape
4175	F	Casado(a)	5	Miracatu
4176	M	Casado(a)	3	Miracatu
4179	M	Casado(a)	1	Miracatu
4180	F	Solteiro(a)	3	Cajati
4185	F	Casado(a)	2	Miracatu
4186	F	Solteiro(a)	1	Cajati
4187	F	Casado(a)	5	Iguape
4188	F	Solteiro(a)	1	Registro
4191	F	Casado(a)	1	Cajati
4193	M	Solteiro(a)	3	Miracatu
4195	F	Solteiro(a)	1	Registro
4197	M	Casado(a)	3	Cajati
4198	F	Casado(a)	5	Iguape
4202	F	Casado(a)	4	Iguape
4204	M	Casado(a)	5	Cajati
4205	M	Casado(a)	1	Cajati
4208	M	Solteiro(a)	1	Iguape
4209	M	Solteiro(a)	4	Ilha Comprida
4210	F	Solteiro(a)	5	Ilha Comprida
4211	F	Solteiro(a)	5	Miracatu
4215	M	Casado(a)	3	Cajati
4216	F	Casado(a)	5	Registro
4217	F	Casado(a)	5	Ilha Comprida
4218	F	Casado(a)	4	Miracatu
4219	F	Solteiro(a)	2	Miracatu
4220	F	Casado(a)	5	Miracatu
4221	M	Solteiro(a)	1	Cajati
4223	F	Solteiro(a)	4	Registro
4224	F	Casado(a)	4	Registro
4225	M	Solteiro(a)	1	Miracatu
4226	F	Casado(a)	5	Miracatu
4228	M	Casado(a)	4	Cajati
4230	F	Casado(a)	2	Miracatu
4231	F	Solteiro(a)	3	Cajati
4232	F	Solteiro(a)	2	Cajati
4234	F	Solteiro(a)	4	Miracatu
4235	M	Solteiro(a)	1	Iguape
4239	F	Solteiro(a)	4	Cajati
4240	M	Casado(a)	3	Miracatu
4241	M	Solteiro(a)	2	Ilha Comprida
4243	M	Solteiro(a)	3	Miracatu
4244	F	Solteiro(a)	4	Registro
4246	F	Solteiro(a)	4	Cajati
4247	F	Casado(a)	3	Miracatu
4249	F	Casado(a)	3	Miracatu
4250	F	Casado(a)	1	Iguape
4252	M	Solteiro(a)	1	Cajati
4253	F	Solteiro(a)	2	Cajati
4255	M	Casado(a)	1	Miracatu
4256	F	Casado(a)	2	Miracatu
4257	F	Solteiro(a)	2	Miracatu
4258	M	Casado(a)	4	Cajati
4259	M	Solteiro(a)	1	Cajati
4260	M	Solteiro(a)	5	Iguape
4261	M	Solteiro(a)	2	Cajati
4263	M	Casado(a)	4	Miracatu
4268	M	Casado(a)	1	Miracatu
4271	M	Casado(a)	1	Registro
4273	M	Casado(a)	5	Miracatu
4274	M	Casado(a)	1	Miracatu
4277	M	Solteiro(a)	1	Iguape
4279	F	Casado(a)	1	Registro
4282	F	Casado(a)	3	Cajati
4283	M	Solteiro(a)	5	Cajati
4284	F	Casado(a)	4	Iguape
4285	F	Solteiro(a)	1	Registro
4287	F	Solteiro(a)	4	Cajati
4288	F	Casado(a)	4	Miracatu
4291	M	Casado(a)	4	Cajati
4292	M	Casado(a)	1	Cajati
4295	M	Solteiro(a)	5	Miracatu
4296	F	Casado(a)	4	Miracatu
4300	F	Casado(a)	4	Registro
4301	F	Casado(a)	1	Miracatu
4303	F	Solteiro(a)	1	Registro
4307	F	Solteiro(a)	1	Registro
4311	M	Casado(a)	5	Ilha Comprida
4315	M	Solteiro(a)	2	Cajati
4317	F	Casado(a)	2	Registro
4319	M	Solteiro(a)	3	Iguape
4320	M	Casado(a)	5	Registro
4321	M	Casado(a)	5	Cajati
4323	F	Solteiro(a)	2	Ilha Comprida
4324	F	Casado(a)	3	Cajati
4325	F	Solteiro(a)	1	Miracatu
4327	F	Solteiro(a)	1	Cajati
4330	M	Casado(a)	4	Cajati
4334	M	Solteiro(a)	2	Miracatu
4337	M	Solteiro(a)	5	Registro
4340	F	Solteiro(a)	2	Cajati
4342	M	Casado(a)	4	Cajati
4343	F	Casado(a)	1	Registro
4344	M	Solteiro(a)	1	Cajati
4346	M	Solteiro(a)	1	Registro
4349	M	Solteiro(a)	3	Cajati
4350	F	Casado(a)	2	Iguape
4351	M	Solteiro(a)	5	Iguape
4352	F	Casado(a)	1	Cajati
4355	F	Casado(a)	1	Iguape
4357	F	Solteiro(a)	2	Cajati
4359	M	Solteiro(a)	4	Ilha Comprida
4360	M	Casado(a)	4	Registro
4361	F	Casado(a)	2	Registro
4362	F	Casado(a)	1	Iguape
4364	M	Solteiro(a)	4	Cajati
4367	F	Casado(a)	1	Cajati
4368	M	Solteiro(a)	3	Cajati
4370	M	Solteiro(a)	2	Miracatu
4372	F	Solteiro(a)	1	Cajati
4373	M	Solteiro(a)	1	Miracatu
4374	F	Solteiro(a)	3	Iguape
4375	M	Solteiro(a)	1	Cajati
4376	M	Casado(a)	4	Miracatu
4377	F	Casado(a)	1	Registro
4379	M	Solteiro(a)	2	Registro
4384	F	Solteiro(a)	3	Registro
4385	F	Casado(a)	3	Cajati
4386	M	Solteiro(a)	5	Miracatu
4391	F	Casado(a)	3	Miracatu
4392	M	Casado(a)	1	Cajati
4394	F	Casado(a)	2	Ilha Comprida
4396	F	Casado(a)	3	Cajati
4397	M	Solteiro(a)	2	Miracatu
4399	F	Solteiro(a)	2	Registro
4401	M	Solteiro(a)	1	Miracatu
4402	F	Solteiro(a)	1	Miracatu
4404	M	Solteiro(a)	1	Miracatu
4405	F	Solteiro(a)	1	Cajati
4407	M	Solteiro(a)	3	Registro
4408	F	Solteiro(a)	3	Registro
4409	M	Solteiro(a)	3	Registro
4410	F	Casado(a)	4	Cajati
4411	M	Solteiro(a)	1	Ilha Comprida
4412	M	Solteiro(a)	3	Ilha Comprida
4413	M	Casado(a)	3	Cajati
4417	M	Casado(a)	2	Miracatu
4419	M	Solteiro(a)	1	Miracatu
4420	M	Casado(a)	3	Miracatu
4422	F	Casado(a)	3	Cajati
4423	M	Solteiro(a)	3	Cajati
4425	M	Casado(a)	1	Cajati
4426	F	Casado(a)	5	Registro
4429	M	Solteiro(a)	4	Iguape
4431	F	Solteiro(a)	4	Cajati
4434	F	Casado(a)	1	Cajati
4436	F	Casado(a)	1	Miracatu
4437	M	Solteiro(a)	2	Iguape
4438	F	Solteiro(a)	3	Registro
4440	F	Solteiro(a)	1	Cajati
4443	F	Solteiro(a)	1	Miracatu
4444	F	Casado(a)	1	Miracatu
4445	F	Solteiro(a)	2	Cajati
4447	M	Solteiro(a)	4	Registro
4451	M	Casado(a)	4	Cajati
4453	F	Solteiro(a)	1	Miracatu
4454	M	Solteiro(a)	2	Cajati
4455	F	Solteiro(a)	4	Registro
4457	M	Solteiro(a)	2	Ilha Comprida
4459	F	Casado(a)	1	Cajati
4460	M	Solteiro(a)	1	Miracatu
4461	M	Casado(a)	1	Miracatu
4462	F	Casado(a)	1	Ilha Comprida
4463	M	Solteiro(a)	5	Miracatu
4465	M	Solteiro(a)	5	Cajati
4466	M	Casado(a)	1	Cajati
4467	M	Solteiro(a)	1	Miracatu
4470	F	Solteiro(a)	2	Registro
4471	M	Casado(a)	3	Miracatu
4475	F	Solteiro(a)	2	Iguape
4476	F	Solteiro(a)	5	Miracatu
4477	M	Casado(a)	2	Registro
4479	M	Casado(a)	1	Cajati
4483	F	Solteiro(a)	1	Ilha Comprida
4484	M	Casado(a)	3	Cajati
4485	F	Solteiro(a)	3	Iguape
4486	F	Solteiro(a)	1	Registro
4487	F	Solteiro(a)	2	Ilha Comprida
4488	F	Casado(a)	1	Registro
4490	F	Solteiro(a)	4	Cajati
4491	M	Casado(a)	1	Miracatu
4494	F	Solteiro(a)	2	Ilha Comprida
4495	F	Solteiro(a)	5	Registro
4497	M	Solteiro(a)	3	Cajati
4498	F	Casado(a)	2	Cajati
4499	M	Casado(a)	4	Cajati
4501	F	Casado(a)	4	Registro
4503	M	Solteiro(a)	1	Cajati
4504	M	Casado(a)	4	Iguape
4507	F	Casado(a)	4	Cajati
4508	M	Casado(a)	1	Cajati
4510	F	Solteiro(a)	2	Registro
